filename,status,original_width,original_height,processed_width,processed_height,final_width,final_height,scale_x,scale_y,detected_angle,suggested_scale_y,iso_auto_scale_applied,iso_auto_scale_y,iso_pre_right_ratio,iso_pre_left_ratio,iso_pre_avg_ratio,iso_pre_side_diff,iso_align_skipped_reason,iso_right_ratio,iso_left_ratio,iso_avg_ratio,iso_side_diff,iso_right_abs_ratio,iso_left_abs_ratio,iso_measurement_method,iso_right_point,iso_left_point,iso_bottom_point,output_path,error
residential/house1x1/house1-05-highScore.PNG,success,1199,1069,1199,969,1024,1024,1.0,1.0,,,True,0.9069,0.5539,0.5487,0.5513,0.0052,,-0.5024,0.4961,0.4992,0.0063,0.5024,0.4961,bottom-scan-10pct+virtual,"(911,808)","(112,823)","(499,1015)",output/modified4/residential/house1x1/house1-05-highScore.png,
residential/house1x1/house1-06.PNG,success,1182,1211,1182,1149,1024,1024,1.0,1.0,,,True,0.9484,0.5274,0.5269,0.5272,0.0005,,-0.5,0.4988,0.4994,0.0012,0.5,0.4988,bottom-scan-10pct+virtual,"(911,820)","(112,817)","(515,1018)",output/modified4/residential/house1x1/house1-06.png,
residential/house2x2/residential2-02.png,success,1004,812,1004,777,1024,1024,1.0,1.0,,,True,0.9893,0.5146,0.4962,0.5054,0.0184,,-0.5093,0.491,0.5001,0.0183,0.5093,0.491,bottom-scan-10pct+virtual,"(895,807)","(127,807)","(518,999)",output/modified4/residential/house2x2/residential2-02.png,
residential/house2x2/residential2-03-highScore.png,success,1536,1024,1434,912,1024,1024,1.0,1.0,,,True,0.8911,0.5647,0.5574,0.5611,0.0073,,-0.5038,0.4974,0.5006,0.0064,0.5038,0.4974,bottom-scan-10pct+virtual,"(899,823)","(122,834)","(502,1023)",output/modified4/residential/house2x2/residential2-03-highScore.png,
residential/house2x2/residential2-04.PNG,success,1145,1194,1145,1098,1024,1024,1.0,1.0,,,True,0.9198,0.545,0.5422,0.5436,0.0028,,-0.5,0.4963,0.4981,0.0037,0.5,0.4963,bottom-scan-10pct+virtual,"(911,819)","(112,817)","(515,1017)",output/modified4/residential/house2x2/residential2-04.png,
residential/house2x2/residential2-05.png,success,1254,1254,1224,1180,1024,1024,1.0,1.0,,,True,0.9466,0.5295,0.5269,0.5282,0.0026,,-0.5013,0.4974,0.4993,0.0039,0.5013,0.4974,bottom-scan-10pct+virtual,"(896,814)","(127,812)","(515,1005)",output/modified4/residential/house2x2/residential2-05.png,
residential/house2x2/residential2-06.PNG,success,1133,1162,1133,1029,1024,1024,1.0,1.0,,,True,0.8857,0.5672,0.5618,0.5645,0.0054,,-0.5038,0.4988,0.5013,0.005,0.5038,0.4988,bottom-scan-10pct+virtual,"(911,818)","(111,817)","(514,1018)",output/modified4/residential/house2x2/residential2-06.png,
residential/house2x2/residential2-07.png,success,1254,1254,1227,1106,1024,1024,1.0,1.0,,,True,0.9132,0.5516,0.5435,0.5475,0.0081,,-0.5013,0.4974,0.4993,0.0039,0.5013,0.4974,bottom-scan-10pct+virtual,"(896,807)","(127,803)","(517,997)",output/modified4/residential/house2x2/residential2-07.png,
residential/house2x2/residential2-08.png,success,1254,1254,1202,1151,1024,1024,1.0,1.0,,,True,0.9234,0.5446,0.5385,0.5415,0.0061,,-0.5026,0.4974,0.5,0.0052,0.5026,0.4974,bottom-scan-10pct+virtual,"(896,806)","(126,805)","(514,998)",output/modified4/residential/house2x2/residential2-08.png,
residential/house2x2/residential2-09.png,success,1024,1024,1024,833,1024,1024,1.0,1.0,,,True,0.9235,0.5441,0.5387,0.5414,0.0054,,-0.5013,0.4963,0.4988,0.005,0.5013,0.4963,bottom-scan-10pct+virtual,"(911,795)","(113,795)","(514,994)",output/modified4/residential/house2x2/residential2-09.png,
residential/house2x2/residential2-10-highScore.PNG,success,1254,1006,1254,850,1024,1024,1.0,1.0,,,True,0.8452,0.5926,0.5906,0.5916,0.002,,-0.4987,0.4963,0.4975,0.0024,0.4987,0.4963,bottom-scan-10pct+virtual,"(911,818)","(111,816)","(514,1016)",output/modified4/residential/house2x2/residential2-10-highScore.png,
residential/house2x2/residential2-11-highScore.PNG,success,1184,1167,1184,1067,1024,1024,1.0,1.0,,,True,0.9147,0.5495,0.5437,0.5466,0.0058,,-0.5025,0.4963,0.4994,0.0062,0.5025,0.4963,bottom-scan-10pct+virtual,"(911,818)","(112,815)","(517,1016)",output/modified4/residential/house2x2/residential2-11-highScore.png,
residential/house2x2/residential2-12-highScore.PNG,success,1395,964,1395,799,1024,1024,1.0,1.0,,,True,0.8292,0.6074,0.5985,0.603,0.0089,,-0.5025,0.4938,0.4981,0.0087,0.5025,0.4938,bottom-scan-10pct+virtual,"(911,816)","(112,816)","(515,1015)",output/modified4/residential/house2x2/residential2-12-highScore.png,
residential/house2x2/residential2-13-highScore.png,success,1024,1024,1024,804,1024,1024,1.0,1.0,,,True,0.9988,0.5025,0.4987,0.5006,0.0038,,-0.5,0.4975,0.4988,0.0025,0.5,0.4975,bottom-scan-10pct+virtual,"(911,794)","(111,795)","(511,994)",output/modified4/residential/house2x2/residential2-13-highScore.png,
residential/house2x2/residential2-14-highScore.png,success,1254,1254,1254,736,1024,1024,1.0,1.0,,,True,0.7155,0.6996,0.698,0.6988,0.0016,,-0.5025,0.5,0.5012,0.0025,0.5025,0.5,bottom-scan-10pct+virtual,"(909,802)","(115,802)","(513,1001)",output/modified4/residential/house2x2/residential2-14-highScore.png,
residential/house3x3/residential3-01.PNG,success,1199,1113,1199,1000,1024,1024,1.0,1.0,,,True,0.8981,0.5556,0.5579,0.5567,0.0023,,-0.5,0.5025,0.5012,0.0025,0.5,0.5025,bottom-scan-10pct+virtual,"(911,817)","(111,816)","(511,1017)",output/modified4/residential/house3x3/residential3-01.png,
residential/house3x3/residential3-02.png,success,1254,1254,1254,1126,1024,1024,1.0,1.0,,,True,0.8991,0.5609,0.5514,0.5561,0.0095,,-0.5026,0.4937,0.4982,0.0089,0.5026,0.4937,bottom-scan-10pct+virtual,"(904,817)","(119,816)","(516,1012)",output/modified4/residential/house3x3/residential3-02.png,
residential/house3x3/residential3-03.PNG,success,1184,1145,1184,988,1024,1024,1.0,1.0,,,True,0.8625,0.5917,0.5677,0.5797,0.024,,-0.5113,0.49,0.5007,0.0213,0.5113,0.49,bottom-scan-10pct+virtual,"(911,814)","(112,820)","(514,1017)",output/modified4/residential/house3x3/residential3-03.png,
residential/house3x3/residential3-04-highScore.PNG,success,1160,1203,1160,1110,1024,1024,1.0,1.0,,,True,0.9225,0.5446,0.5395,0.542,0.0051,,-0.5025,0.4963,0.4994,0.0062,0.5025,0.4963,bottom-scan-10pct+virtual,"(911,818)","(112,817)","(515,1017)",output/modified4/residential/house3x3/residential3-04-highScore.png,
residential/house3x3/residential3-05-highScore.png,success,1254,1254,1254,761,1024,1024,1.0,1.0,,,True,0.7006,0.7269,0.7006,0.7137,0.0263,,-0.5077,0.4902,0.499,0.0175,0.5077,0.4902,bottom-scan-10pct+virtual,"(911,804)","(111,801)","(521,1002)",output/modified4/residential/house3x3/residential3-05-highScore.png,
residential/house4x4/residential4-01.png,success,1295,1062,1295,1062,1024,1024,1.0,1.0,,,False,,0.4953,0.3748,0.4351,0.1205,left/right difference 0.1205 exceeds 0.1000,-0.4941,0.3744,0.4343,0.1197,0.4941,0.3744,bottom-scan-10pct+virtual,"(903,805)","(119,805)","(565,972)",output/modified4/residential/house4x4/residential4-01.png,
residential/house4x4/residential4-02.png,success,1254,1168,1254,1175,1024,1024,1.0,1.0,,,True,1.006,0.5031,0.4908,0.497,0.0123,,-0.505,0.4925,0.4988,0.0125,0.505,0.4925,bottom-scan-10pct+virtual,"(911,814)","(111,817)","(513,1015)",output/modified4/residential/house4x4/residential4-02.png,
residential/house5x5/residential5-01.png,success,1247,931,1247,919,1024,1024,1.0,1.0,,,True,0.9868,0.5326,0.4808,0.5067,0.0518,,-0.526,0.4754,0.5007,0.0506,0.526,0.4754,bottom-scan-10pct+virtual,"(899,775)","(128,774)","(534,967)",output/modified4/residential/house5x5/residential5-01.png,
residential/house5x5/residential5-02.png,success,1205,881,1205,885,1024,1024,1.0,1.0,,,True,1.0509,0.4956,0.4561,0.4758,0.0395,,-0.5207,0.479,0.4999,0.0417,0.5207,0.479,bottom-scan-10pct+virtual,"(912,794)","(121,801)","(526,995)",output/modified4/residential/house5x5/residential5-02.png,
